datetime,Piece_weight,Screw_speed,Holding_pressure,Backpressure,Barrel_temp_zone1,Barrel_temp_zone2,Barrel_temp_zone3,Barrel_temp_zone4,Mould_temperature,Extraction_temperature,Cooling_time,Holding_time,Cycle_time,Sinks,Energy_consumption_pumps,Energy_consumption_heating,total_energy_consumption,Schrinkage
4/18/21 7:03,83.24,150.0,49.7,2.0,175.4,184.8,198.8,221.4,46.9,74.3,40.5,2.1,44.6,1,7.33,6.35,13.7,1.4
4/18/21 7:03,83.26,150.0,45.8,1.8,178.2,194.2,200.2,222.0,45.3,75.0,39.3,2.1,43.4,1,6.76,6.37,13.1,1.4
4/18/21 7:03,82.98,150.0,44.0,1.8,178.3,186.3,201.4,214.7,57.1,83.6,39.2,1.4,42.6,1,6.49,6.16,12.7,1.7
4/18/21 7:03,83.06,150.1,45.5,2.1,172.9,188.3,198.4,221.2,49.6,77.4,39.9,1.9,43.8,1,6.72,6.35,13.1,1.5
4/18/21 7:04,82.95,150.0,44.0,1.8,179.1,191.3,200.0,224.8,39.4,65.6,42.4,3.0,47.4,0,6.50,6.45,12.9,1.1
4/18/21 7:04,82.84,150.0,45.4,1.8,181.3,190.9,200.8,212.9,42.3,71.8,38.8,3.4,44.2,0,6.70,6.11,12.8,0.9
4/18/21 7:04,83.02,150.1,43.8,2.1,188.8,188.7,201.2,215.4,46.1,73.9,39.7,3.2,44.9,0,6.46,6.18,12.6,1.0
4/18/21 7:04,82.97,149.9,44.3,2.2,176.0,184.8,200.5,216.1,54.3,82.7,38.4,3.0,43.4,0,6.54,6.20,12.7,1.1
4/18/21 7:04,82.86,150.0,42.5,1.8,185.4,190.7,199.6,218.5,48.3,77.5,38.9,1.6,42.4,1,6.28,6.27,12.6,1.6
4/18/21 7:04,83.23,149.9,42.8,2.0,176.7,188.8,200.3,219.6,48.9,76.1,40.2,3.3,45.5,0,6.32,6.30,12.6,0.9
4/18/21 7:04,83.02,150.3,44.1,1.5,171.3,189.7,201.3,212.9,52.3,80.7,38.4,3.3,43.7,0,6.51,6.11,12.6,0.9
4/18/21 7:04,82.94,149.9,46.0,2.3,175.7,193.9,199.7,211.3,50.8,80.7,37.3,3.2,42.5,0,6.80,6.06,12.9,1.0
4/18/21 7:04,83.66,150.0,46.5,1.8,171.9,187.6,199.9,223.5,49.0,74.7,41.7,4.3,48.0,0,6.86,6.41,13.3,0.6
4/18/21 7:04,82.94,150.0,44.5,2.2,180.2,188.5,199.6,214.8,58.7,86.8,38.0,3.2,43.2,0,6.57,6.16,12.7,1.0
4/18/21 7:04,82.94,150.1,46.9,1.9,182.0,191.0,200.0,213.1,51.0,80.4,37.9,3.8,43.6,0,6.93,6.11,13.0,0.8
4/18/21 7:04,83.17,150.0,45.5,2.2,173.9,189.5,200.0,208.5,50.6,77.9,38.7,2.8,43.5,1,6.73,5.98,12.7,1.1
4/18/21 7:04,83.27,150.0,45.2,1.9,175.3,192.1,199.9,227.5,58.0,87.4,38.7,1.9,42.6,1,6.68,6.53,13.2,1.5
4/18/21 7:04,82.95,150.0,46.3,2.1,179.4,189.1,198.6,220.0,52.8,79.0,40.6,2.8,45.4,0,6.84,6.31,13.1,1.1
4/18/21 7:04,83.36,149.8,44.7,2.3,177.9,191.6,199.7,225.7,43.8,70.3,41.9,3.2,47.2,0,6.60,6.48,13.1,1.0
4/18/21 7:04,82.87,150.0,48.7,1.9,175.0,192.3,199.2,224.8,51.9,81.3,39.1,2.8,43.8,1,7.19,6.45,13.6,1.1
4/18/21 7:04,82.96,150.0,44.9,1.8,186.8,188.1,199.4,237.0,50.8,76.6,42.8,4.7,49.5,0,6.62,6.80,13.4,0.4
4/18/21 7:04,82.85,149.9,46.1,2.0,185.8,193.6,200.4,213.1,51.3,80.7,37.8,2.9,42.7,0,6.81,6.12,12.9,1.1
4/18/21 7:04,82.86,150.1,44.0,2.0,167.5,189.0,200.0,220.2,45.8,72.5,41.0,3.8,46.8,0,6.49,6.32,12.8,0.7
4/18/21 7:04,82.86,149.9,46.8,2.0,177.3,186.2,200.2,221.4,57.1,85.6,38.7,3.0,43.7,0,6.91,6.35,13.3,1.0
4/18/21 7:05,83.14,150.0,47.0,2.2,178.5,190.5,200.3,228.1,58.7,84.3,41.3,2.4,45.7,1,6.94,6.55,13.5,1.3
4/18/21 7:05,82.81,149.9,45.5,1.6,174.4,189.3,201.0,216.6,50.5,76.3,40.7,3.4,46.1,0,6.72,6.22,12.9,0.9
4/18/21 7:05,83.52,149.9,43.5,2.0,172.5,191.9,199.9,217.5,44.7,72.2,40.3,2.3,44.6,1,6.42,6.24,12.7,1.3
4/18/21 7:05,82.83,149.9,44.7,2.0,183.2,190.7,199.8,225.6,48.1,77.1,39.8,0.9,42.6,1,6.60,6.47,13.1,1.9
4/18/21 7:05,82.93,150.0,43.8,1.8,182.4,187.8,201.1,214.3,41.7,67.3,41.6,3.3,46.8,0,6.48,6.15,12.6,0.9
4/18/21 7:05,82.88,150.0,46.0,2.3,183.8,192.9,201.3,218.3,43.9,72.6,39.6,1.0,42.6,1,6.80,6.26,13.1,1.8
4/18/21 7:05,83.23,150.1,48.2,2.0,173.1,191.3,199.7,211.0,39.7,67.1,40.2,3.3,45.6,0,7.13,6.05,13.2,0.9
4/18/21 7:05,82.74,150.0,41.9,1.8,179.4,188.5,198.3,216.3,47.0,76.4,38.6,1.6,42.2,1,6.18,6.21,12.4,1.6
4/18/21 7:05,82.88,149.9,46.7,2.0,170.1,184.2,200.1,218.1,48.3,77.0,39.1,2.6,43.7,1,6.90,6.26,13.2,1.2
4/18/21 7:05,82.87,150.0,46.5,1.6,168.3,188.1,199.7,215.7,47.4,74.0,40.4,4.1,46.5,0,6.87,6.19,13.1,0.6
4/18/21 7:05,82.69,150.1,43.8,1.9,179.0,192.6,199.1,221.5,55.3,84.3,38.6,1.4,42.0,1,6.46,6.35,12.8,1.6
4/18/21 7:05,82.94,150.1,45.3,1.8,181.9,192.1,199.9,207.5,54.0,81.6,38.0,3.3,43.3,0,6.70,5.95,12.7,1.0
4/18/21 7:05,82.85,150.1,46.6,1.8,180.5,194.4,200.0,216.4,61.7,89.9,37.8,2.4,42.1,1,6.89,6.21,13.1,1.3
4/18/21 7:05,83.03,149.9,46.9,2.1,175.5,184.8,198.0,225.9,36.3,64.0,41.9,2.9,46.7,0,6.92,6.48,13.4,1.1
4/18/21 7:05,82.84,150.1,44.9,1.9,184.9,191.3,200.2,214.3,44.6,71.2,40.6,2.7,45.2,1,6.63,6.15,12.8,1.2
4/18/21 7:05,82.87,150.0,45.9,1.9,177.9,191.8,200.6,222.9,41.9,71.1,40.0,1.8,43.8,1,6.78,6.40,13.2,1.5
4/18/21 7:05,83.01,149.9,44.8,1.9,186.4,188.4,198.9,213.6,58.9,85.4,38.9,2.8,43.7,1,6.61,6.13,12.7,1.2
4/18/21 7:05,82.76,150.2,43.7,2.0,175.1,185.4,199.1,225.1,61.0,90.4,38.1,4.2,44.3,0,6.46,6.46,12.9,0.6
4/18/21 7:05,82.84,149.9,43.5,1.8,170.5,194.3,201.9,223.4,47.9,75.4,40.5,2.4,44.9,1,6.43,6.41,12.8,1.3
4/18/21 7:05,83.21,150.0,43.1,2.0,180.4,191.2,199.9,216.1,57.8,87.7,37.1,3.6,42.8,0,6.36,6.20,12.6,0.8
4/18/21 7:06,82.53,150.0,48.8,1.9,177.4,186.7,201.1,215.8,56.8,85.2,38.1,2.1,42.2,1,7.21,6.19,13.4,1.4
4/18/21 7:06,83.09,150.0,48.7,2.1,179.5,192.2,201.1,219.5,54.5,80.9,40.2,2.7,44.9,1,7.20,6.30,13.5,1.2
4/18/21 7:06,83.09,150.0,46.1,1.9,184.6,192.6,199.7,215.2,43.3,68.6,41.7,3.9,47.6,0,6.81,6.18,13.0,0.7
4/18/21 7:06,83.25,149.9,45.2,1.6,171.0,190.6,199.3,217.2,55.9,82.7,39.5,4.3,45.7,0,6.67,6.23,12.9,0.6
4/18/21 7:06,83.18,150.0,49.1,1.9,180.3,188.0,199.1,211.9,35.9,65.0,39.5,1.3,42.9,1,7.25,6.08,13.3,1.7
4/18/21 7:06,83.21,149.9,42.9,1.9,185.0,191.5,199.0,223.7,58.8,86.6,39.2,2.5,43.7,1,6.34,6.42,12.8,1.3
4/18/21 7:06,83.12,150.1,47.3,2.1,184.4,193.4,200.5,220.9,55.3,82.1,40.0,3.2,45.1,0,6.98,6.34,13.3,1.0
4/18/21 7:06,83.01,150.1,47.0,2.0,172.7,184.4,202.0,224.9,59.1,86.7,39.4,2.2,43.6,1,6.94,6.45,13.4,1.3
4/18/21 7:06,83.08,150.1,48.1,2.3,173.6,189.4,199.5,212.8,36.0,62.6,41.3,2.4,45.7,1,7.10,6.11,13.2,1.3
4/18/21 7:06,83.17,149.8,45.9,2.1,173.1,186.9,200.3,220.0,56.6,84.4,39.0,3.7,44.7,0,6.78,6.31,13.1,0.8
4/18/21 7:06,83.04,149.9,42.2,2.2,187.1,191.4,200.1,220.6,47.1,73.4,41.2,4.1,47.2,0,6.23,6.33,12.6,0.7
4/18/21 7:06,82.95,149.8,42.8,2.1,185.5,185.4,201.9,222.4,45.3,73.9,40.0,2.3,44.3,1,6.32,6.38,12.7,1.3
4/18/21 7:06,83.04,150.2,44.8,1.8,186.0,190.6,199.9,222.1,64.1,91.5,38.7,3.3,44.1,0,6.61,6.37,13.0,0.9
4/18/21 7:06,82.99,150.1,49.0,2.0,182.8,192.7,199.3,225.8,35.0,64.5,40.8,2.2,45.0,1,7.23,6.48,13.7,1.4
4/18/21 7:06,83.17,150.2,45.3,2.0,181.9,187.0,201.1,224.1,41.1,70.7,40.0,2.7,44.7,1,6.69,6.43,13.1,1.2
4/18/21 7:06,82.90,150.1,45.9,2.1,174.2,191.8,200.0,221.0,56.7,82.7,40.3,2.1,44.5,1,6.78,6.34,13.1,1.4
4/18/21 7:06,82.97,149.9,44.8,1.9,184.6,189.7,201.3,221.4,48.4,78.0,39.0,4.1,45.1,0,6.62,6.35,13.0,0.6
4/18/21 7:06,83.01,150.1,45.4,1.8,173.4,186.6,200.1,230.3,55.3,81.2,41.6,3.8,47.4,0,6.71,6.61,13.3,0.8
4/18/21 7:06,82.84,150.1,46.9,2.1,177.7,191.4,198.6,222.7,47.6,73.4,41.7,2.4,46.1,1,6.93,6.39,13.3,1.3
4/18/21 7:06,83.06,149.9,43.8,2.0,184.9,189.0,201.8,221.4,49.7,79.6,38.6,2.6,43.2,1,6.46,6.35,12.8,1.2
4/18/21 7:07,82.57,149.8,47.4,2.3,185.1,185.1,200.3,220.4,36.1,62.5,42.2,3.0,47.2,0,7.00,6.33,13.3,1.0
4/18/21 7:07,83.05,150.2,44.4,1.6,175.3,187.5,199.9,218.2,45.8,73.5,40.1,2.5,44.5,1,6.55,6.26,12.8,1.3
4/18/21 7:07,83.12,150.0,42.2,1.9,176.6,189.0,201.9,222.8,64.6,90.0,40.1,3.1,45.2,0,6.23,6.39,12.6,1.0
4/18/21 7:07,83.16,150.1,46.3,2.0,174.7,189.0,201.6,218.6,58.8,87.5,38.0,2.4,42.4,1,6.84,6.27,13.1,1.3
4/18/21 7:07,82.85,149.9,42.5,1.9,181.1,191.2,201.5,226.2,53.8,81.5,40.1,3.8,45.9,0,6.28,6.49,12.8,0.7
4/18/21 7:07,83.17,150.1,44.4,2.1,191.2,191.8,199.2,219.6,58.2,87.1,38.1,4.8,44.9,0,6.56,6.30,12.9,0.4
4/18/21 7:07,83.12,150.1,46.2,2.1,174.3,188.5,200.3,218.6,42.9,72.2,39.4,2.9,44.4,0,6.82,6.27,13.1,1.1
4/18/21 7:07,83.11,149.8,47.4,2.2,174.9,193.2,200.1,219.8,54.9,84.6,38.0,2.7,42.7,1,7.00,6.31,13.3,1.2
4/18/21 7:07,83.18,150.0,45.8,1.8,182.0,190.7,201.3,209.8,50.5,78.7,38.3,2.8,43.0,1,6.77,6.02,12.8,1.1
4/18/21 7:07,82.99,150.0,44.3,1.9,182.2,190.3,200.8,225.9,47.9,76.2,40.3,1.9,44.2,1,6.54,6.48,13.0,1.5
4/18/21 7:07,82.75,149.9,46.8,1.8,182.7,193.6,200.9,214.3,37.5,65.2,40.6,3.1,45.6,0,6.92,6.15,13.1,1.0
4/18/21 7:07,83.13,150.1,45.0,2.3,178.6,190.3,200.4,216.5,49.4,79.3,38.1,2.1,42.2,1,6.65,6.21,12.9,1.4
4/18/21 7:07,83.08,150.0,41.2,2.1,167.5,191.6,198.8,220.6,47.1,74.1,40.7,2.3,45.0,1,6.09,6.33,12.4,1.3
4/18/21 7:07,83.16,150.0,45.8,1.5,176.0,184.0,200.3,223.7,52.0,81.0,39.2,2.8,43.9,1,6.76,6.42,13.2,1.1
4/18/21 7:07,83.27,150.0,45.3,2.2,177.9,195.3,200.8,221.1,50.8,76.5,41.2,2.8,46.0,1,6.69,6.34,13.0,1.1
4/18/21 7:07,82.90,150.0,44.9,2.1,177.0,188.6,200.1,227.9,52.3,78.9,41.2,1.5,44.7,1,6.63,6.54,13.2,1.6
4/18/21 7:07,82.62,150.0,45.9,2.1,178.1,188.3,201.5,219.5,47.5,76.7,39.1,2.9,44.0,0,6.78,6.30,13.1,1.1
4/18/21 7:07,83.12,150.0,50.5,2.2,174.2,187.4,199.4,208.6,41.1,69.6,39.0,3.0,44.1,0,7.46,5.99,13.4,1.0
4/18/21 7:07,83.21,150.0,45.8,2.4,181.5,192.6,199.2,225.6,52.7,79.4,40.8,2.2,45.0,1,6.77,6.47,13.2,1.4
4/18/21 7:07,82.92,150.0,42.8,2.6,180.4,190.9,199.4,219.2,44.0,72.5,39.9,4.6,46.4,0,6.33,6.29,12.6,0.5
4/18/21 7:08,83.35,150.1,41.5,2.2,188.8,190.0,201.4,215.1,56.7,84.0,38.8,3.8,44.6,0,6.14,6.17,12.3,0.7
4/18/21 7:08,83.46,150.0,45.3,1.8,179.2,188.8,200.4,218.8,60.5,86.4,39.7,4.2,45.9,0,6.70,6.28,13.0,0.6
4/18/21 7:08,82.82,150.0,46.7,2.1,174.2,189.8,201.4,222.6,49.0,75.6,40.9,2.7,45.6,1,6.89,6.39,13.3,1.2
4/18/21 7:08,83.16,150.0,43.2,1.6,178.7,188.8,200.7,221.3,54.7,81.7,39.9,5.0,46.9,0,6.38,6.35,12.7,0.3
4/18/21 7:08,82.99,150.1,45.4,2.3,171.4,189.5,199.1,223.2,52.8,78.4,41.3,3.7,47.1,0,6.70,6.40,13.1,0.8
4/18/21 7:08,83.34,150.1,44.4,1.9,187.5,190.2,200.5,206.0,52.6,80.2,38.0,5.4,45.4,0,6.56,5.91,12.5,0.1
4/18/21 7:08,82.83,150.0,42.6,2.0,184.6,191.5,200.7,227.6,37.2,66.3,41.0,3.2,46.2,0,6.29,6.53,12.8,1.0
4/18/21 7:08,82.46,150.1,45.6,2.2,184.6,188.4,198.3,212.7,49.5,75.0,40.6,4.5,47.1,0,6.73,6.10,12.8,0.5
4/18/21 7:08,82.99,150.0,43.9,2.0,175.7,190.9,200.1,223.9,61.3,89.1,39.0,3.2,44.2,0,6.49,6.42,12.9,1.0
4/18/21 7:08,83.32,150.0,44.5,2.0,175.7,189.6,201.0,212.2,76.4,104.3,35.5,3.5,41.0,0,6.58,6.09,12.7,0.9
4/18/21 7:08,83.22,150.1,42.9,2.0,181.2,192.9,202.4,211.1,52.7,79.5,39.2,3.5,44.7,0,6.34,6.06,12.4,0.9
4/18/21 7:08,83.11,150.1,43.8,2.1,179.7,187.3,201.6,206.8,50.6,78.8,37.9,2.3,42.3,1,6.47,5.93,12.4,1.3
4/18/21 7:08,83.22,150.0,49.4,2.0,177.8,188.3,200.8,216.0,39.9,65.9,41.7,2.6,46.3,1,7.29,6.20,13.5,1.2
4/18/21 7:08,82.68,150.2,49.6,1.7,176.3,191.6,200.4,218.1,59.3,86.3,39.0,0.5,41.5,1,7.32,6.26,13.6,2.0
4/18/21 7:08,83.16,150.0,45.1,2.3,171.0,189.3,199.4,214.2,60.1,87.0,38.6,3.0,43.6,0,6.67,6.15,12.8,1.0
4/18/21 7:08,82.46,149.9,46.6,2.1,184.5,189.0,198.7,222.9,47.8,73.9,41.5,2.0,45.5,1,6.88,6.40,13.3,1.4
4/18/21 7:08,82.95,149.9,46.0,1.7,188.1,193.8,200.1,220.5,56.7,85.2,38.6,4.0,44.6,0,6.79,6.33,13.1,0.7
4/18/21 7:08,83.29,150.0,42.7,2.4,182.2,191.9,200.7,221.8,41.8,69.1,41.1,1.3,44.4,1,6.30,6.36,12.7,1.7
4/18/21 7:08,82.75,150.0,48.7,2.0,179.6,191.3,199.8,223.6,57.0,82.2,41.2,2.8,46.0,1,7.19,6.41,13.6,1.1
4/18/21 7:08,83.14,149.9,46.9,2.1,174.6,191.4,200.0,223.7,69.5,97.2,38.0,5.1,45.1,0,6.93,6.42,13.3,0.3
4/18/21 7:09,83.37,150.0,45.2,2.2,178.3,186.9,200.4,216.1,46.1,71.5,41.4,3.5,46.9,0,6.67,6.20,12.9,0.9
4/18/21 7:09,82.56,150.1,47.2,2.1,175.6,187.0,200.0,224.0,48.4,74.8,41.3,2.6,45.9,1,6.97,6.43,13.4,1.2
4/18/21 7:09,83.09,150.0,44.8,2.0,169.6,186.0,198.7,221.5,50.0,75.3,41.6,2.8,46.4,1,6.62,6.36,13.0,1.1
4/18/21 7:09,83.00,150.0,48.1,1.7,177.5,191.0,201.5,219.3,52.0,78.3,40.5,2.7,45.3,1,7.11,6.29,13.4,1.2
4/18/21 7:09,82.87,150.1,47.9,1.9,178.2,188.3,198.8,227.3,57.9,85.4,39.9,1.7,43.6,1,7.07,6.52,13.6,1.5
4/18/21 7:09,83.11,150.0,45.5,1.8,181.9,192.9,201.4,222.8,61.3,89.5,38.6,3.1,43.7,0,6.72,6.39,13.1,1.0
4/18/21 7:09,82.92,149.9,45.6,1.5,178.8,191.3,199.3,222.7,47.0,73.3,41.4,3.2,46.6,0,6.74,6.39,13.1,1.0
4/18/21 7:09,83.39,150.0,46.2,2.2,171.6,187.2,200.7,218.7,49.1,78.5,38.7,2.9,43.6,0,6.82,6.28,13.1,1.1
4/18/21 7:09,83.28,150.0,42.9,2.2,177.1,193.0,199.5,222.9,43.6,69.7,41.9,3.8,47.7,0,6.34,6.39,12.7,0.8
4/18/21 7:09,82.99,149.9,44.3,2.1,182.5,186.4,198.1,221.6,38.9,68.0,40.3,3.7,45.9,0,6.54,6.36,12.9,0.8
4/18/21 7:09,83.28,150.1,44.9,2.1,168.6,187.3,200.4,232.3,45.4,70.5,43.4,3.0,48.4,0,6.64,6.67,13.3,1.0
4/18/21 7:09,83.01,150.0,45.6,2.4,174.6,189.7,198.9,222.8,41.2,69.7,40.5,3.3,45.8,0,6.73,6.39,13.1,1.0
4/18/21 7:09,82.71,150.1,47.3,2.2,179.9,192.6,199.9,216.9,41.6,69.8,40.1,3.3,45.4,0,6.99,6.22,13.2,0.9
4/18/21 7:09,83.09,149.9,43.8,2.1,187.6,194.4,199.2,217.1,44.7,73.4,39.4,4.6,46.0,0,6.47,6.23,12.7,0.4
4/18/21 7:09,82.57,150.1,44.6,1.9,184.8,193.2,200.7,224.2,52.5,79.5,40.5,3.4,45.9,0,6.58,6.43,13.0,0.9
4/18/21 7:09,83.21,150.0,44.0,2.2,181.1,189.2,198.9,216.1,55.8,81.4,40.2,4.6,46.8,0,6.50,6.20,12.7,0.4
4/18/21 7:09,82.89,150.1,49.4,2.1,172.5,192.5,200.8,223.8,69.6,96.3,38.7,3.8,44.5,0,7.29,6.42,13.7,0.7
4/18/21 7:09,82.97,150.0,43.6,2.1,181.8,192.3,200.0,221.4,45.0,72.6,40.5,4.3,46.8,0,6.44,6.35,12.8,0.6
4/18/21 7:09,83.13,150.2,41.3,2.1,180.9,194.2,200.3,220.4,36.8,66.6,39.9,2.3,44.2,1,6.09,6.33,12.4,1.3
4/18/21 7:09,82.38,150.2,44.6,2.1,184.0,193.7,200.6,226.2,46.2,73.2,41.4,1.6,45.0,1,6.59,6.49,13.1,1.6
4/18/21 7:10,82.91,150.1,45.1,2.0,172.1,187.1,198.2,215.8,48.1,73.4,41.3,1.2,44.4,1,6.67,6.19,12.9,1.7
4/18/21 7:10,82.56,150.1,44.1,2.0,183.7,193.2,201.4,217.2,51.5,78.9,39.6,3.0,44.5,0,6.52,6.23,12.8,1.1
4/18/21 7:10,83.19,150.0,45.2,2.0,181.5,188.9,201.0,210.0,64.1,90.8,37.8,4.8,44.6,0,6.67,6.03,12.7,0.4
4/18/21 7:10,83.01,150.0,44.1,2.0,192.7,191.8,197.8,218.7,51.4,80.9,38.4,1.3,41.7,1,6.52,6.28,12.8,1.7
4/18/21 7:10,83.01,149.9,46.5,2.3,172.4,188.8,199.7,228.0,50.9,77.1,41.6,4.1,47.8,0,6.86,6.54,13.4,0.6
4/18/21 7:10,83.06,150.1,44.3,2.0,182.1,187.9,199.4,222.1,55.8,82.2,40.4,2.0,44.3,1,6.54,6.37,12.9,1.5
4/18/21 7:10,83.16,150.1,41.5,2.2,173.9,192.1,200.5,225.7,47.5,74.6,41.1,2.9,46.1,0,6.13,6.48,12.6,1.1
4/18/21 7:10,82.70,150.0,45.4,1.7,173.0,183.6,199.2,217.0,46.7,72.0,41.5,3.6,47.2,0,6.71,6.23,12.9,0.8
4/18/21 7:10,82.69,149.9,46.0,2.1,177.4,190.7,198.3,219.8,50.0,76.0,41.0,2.7,45.6,1,6.80,6.31,13.1,1.2
4/18/21 7:10,82.93,149.9,44.8,2.0,170.6,192.7,199.9,217.9,44.9,72.5,40.2,2.0,44.2,1,6.61,6.25,12.9,1.4
4/18/21 7:10,82.77,150.0,43.4,2.3,185.5,188.5,199.0,212.8,43.6,72.5,39.0,3.2,44.1,0,6.40,6.11,12.5,1.0
4/18/21 7:10,83.00,150.1,47.8,1.6,175.9,189.8,197.7,213.1,43.4,69.9,40.6,2.1,44.8,1,7.06,6.11,13.2,1.4
4/18/21 7:10,83.22,150.0,45.4,2.3,181.5,193.2,199.8,222.9,38.1,65.7,41.4,2.0,45.4,1,6.70,6.40,13.1,1.5
4/18/21 7:10,83.06,150.1,44.1,1.9,172.1,185.8,200.6,216.5,59.9,89.8,36.9,3.4,42.3,0,6.52,6.21,12.7,0.9
4/18/21 7:10,83.32,150.0,45.5,2.2,181.9,191.6,201.3,217.4,57.1,84.0,39.3,1.7,43.0,1,6.72,6.24,13.0,1.6
4/18/21 7:10,83.38,150.0,47.9,2.1,178.6,183.3,200.7,227.3,50.5,76.0,42.1,2.4,46.4,1,7.08,6.52,13.6,1.3
4/18/21 7:10,83.20,149.9,45.0,2.0,182.0,192.2,198.6,217.5,41.6,68.6,40.9,3.3,46.3,0,6.64,6.24,12.9,0.9
4/18/21 7:10,82.97,150.0,41.0,1.8,176.3,181.3,200.3,218.0,50.1,78.0,39.5,0.1,41.6,1,6.06,6.26,12.3,2.2
4/18/21 7:10,83.15,150.0,42.1,2.0,181.2,192.2,199.0,215.9,52.9,78.0,40.9,4.2,47.1,0,6.21,6.19,12.4,0.6
4/18/21 7:10,82.89,150.0,46.6,2.2,174.4,195.6,200.7,210.6,51.7,80.4,37.9,2.3,42.3,1,6.89,6.04,12.9,1.3
4/18/21 7:11,83.41,149.7,44.1,1.8,181.7,192.1,201.6,222.2,45.7,71.2,42.0,2.9,46.9,0,6.51,6.38,12.9,1.1
4/18/21 7:11,83.31,150.0,46.9,2.1,175.9,187.9,200.2,215.0,61.7,88.4,38.6,4.4,45.0,0,6.93,6.17,13.1,0.5
4/18/21 7:11,82.97,150.0,45.9,2.6,182.3,189.5,197.8,217.3,45.3,74.1,39.3,2.6,43.9,1,6.78,6.24,13.0,1.2
4/18/21 7:11,83.00,150.0,47.3,2.3,174.8,188.8,200.0,223.5,42.2,69.6,41.2,1.9,45.1,1,6.99,6.41,13.4,1.5
4/18/21 7:11,82.89,150.1,47.4,2.1,188.1,186.2,200.1,225.1,45.5,72.6,41.2,3.7,46.9,0,7.01,6.46,13.5,0.8
4/18/21 7:11,83.01,149.9,44.0,2.1,181.7,192.8,200.7,217.9,52.2,81.6,38.3,1.2,41.5,1,6.49,6.25,12.7,1.7
4/18/21 7:11,83.21,150.1,44.0,2.3,177.3,193.8,201.3,226.6,49.4,78.5,39.7,3.6,45.4,0,6.50,6.50,13.0,0.8
4/18/21 7:11,82.72,150.0,42.1,1.8,173.6,190.1,200.1,217.6,59.5,88.7,37.5,3.0,42.5,0,6.21,6.24,12.5,1.1
4/18/21 7:11,83.22,150.0,44.5,2.0,173.4,192.1,199.2,226.1,42.7,68.0,42.9,2.8,47.7,0,6.58,6.49,13.1,1.1
4/18/21 7:11,82.82,149.9,44.6,2.0,183.6,191.7,199.1,211.5,53.4,82.1,37.9,3.4,43.3,0,6.59,6.07,12.7,0.9
4/18/21 7:11,82.97,149.8,46.8,2.3,175.7,190.9,199.3,213.8,49.8,77.1,39.4,3.7,45.1,0,6.91,6.13,13.0,0.8
4/18/21 7:11,83.13,150.0,45.9,1.6,180.2,190.8,200.0,220.9,57.4,82.6,40.9,3.7,46.5,0,6.77,6.34,13.1,0.8
4/18/21 7:11,83.03,149.8,42.9,2.0,179.6,189.7,198.5,228.0,50.1,78.4,40.3,3.9,46.2,0,6.34,6.54,12.9,0.7
4/18/21 7:11,83.04,149.8,46.2,2.1,171.0,188.8,199.7,219.5,42.5,68.3,41.9,3.3,47.2,0,6.82,6.30,13.1,0.9
4/18/21 7:11,83.39,150.0,42.9,2.1,179.4,193.7,200.1,218.7,50.0,77.4,39.9,3.7,45.6,0,6.34,6.28,12.6,0.8
4/18/21 7:11,82.82,150.0,42.7,2.0,181.4,191.2,200.0,229.2,45.5,75.4,39.9,3.5,45.4,0,6.31,6.58,12.9,0.9
4/18/21 7:11,83.02,150.1,43.9,2.1,182.2,191.6,200.3,226.7,60.3,88.2,39.3,2.5,43.8,1,6.48,6.51,13.0,1.3
4/18/21 7:11,82.85,150.0,43.0,1.7,178.8,201.8,199.4,226.0,54.0,81.8,40.0,3.8,45.8,0,6.35,6.48,12.8,0.7
4/18/21 7:11,82.97,150.0,43.7,1.6,173.4,185.4,199.5,219.3,54.5,80.1,40.7,4.2,46.9,0,6.45,6.29,12.7,0.6
4/18/21 7:11,83.05,149.9,45.7,2.0,180.8,189.0,201.3,213.0,59.5,87.7,37.6,4.4,44.0,0,6.75,6.11,12.9,0.5
4/18/21 7:12,83.19,150.1,47.2,2.0,173.7,188.3,199.2,230.6,45.4,72.4,41.9,2.9,46.8,0,6.97,6.62,13.6,1.1
4/18/21 7:12,83.09,150.0,45.3,1.8,186.0,184.7,201.5,227.5,59.6,84.6,41.5,2.5,45.9,1,6.69,6.53,13.2,1.3
4/18/21 7:12,82.58,149.9,46.6,2.2,181.1,187.4,199.3,213.6,48.5,76.1,39.4,2.9,44.3,0,6.89,6.13,13.0,1.1
4/18/21 7:12,82.70,150.0,45.1,2.0,183.9,188.8,201.8,222.1,57.8,87.8,37.7,4.2,44.0,0,6.66,6.37,13.0,0.6
4/18/21 7:12,83.32,149.9,41.7,2.2,171.5,192.5,200.6,215.1,49.6,79.3,38.1,1.9,42.0,1,6.15,6.17,12.3,1.5
4/18/21 7:12,82.83,149.9,43.4,2.2,188.3,190.0,199.1,216.8,54.8,80.6,40.3,3.8,46.1,0,6.42,6.22,12.6,0.7
4/18/21 7:12,83.20,150.1,46.9,2.0,182.5,189.1,198.5,221.0,46.7,76.6,38.9,4.7,45.6,0,6.92,6.34,13.3,0.4
4/18/21 7:12,82.84,150.1,45.1,2.0,177.9,192.2,200.8,212.5,53.9,83.9,37.1,4.4,43.5,0,6.66,6.10,12.8,0.5
